index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
1412,S10,6,S10E6,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1413,S10,7,S10E7,1,0,Aquaria,WIN,0,1,0,0,0
1414,S10,7,S10E7,2,0,Eureka O'Hara,HIGH,0,1,1,0,0
1415,S10,7,S10E7,2,0,Kameron Michaels,SAFE,0,1,0,0,0
1416,S10,7,S10E7,4,0,Asia O'Hara,LOW,0,1,0,0,0
1417,S10,7,S10E7,5,0,Miz Cracker,SAFE,0,1,0,0,0
1418,S10,7,S10E7,6,1,Monét X Change,HIGH,0,1,0,0,0
1419,S10,7,S10E7,7,0,The Vixen,BTM,0,1,0,0,0
1420,S10,7,S10E7,8,0,Monique Heart,BTM,1,1,0,0,0
1421,S10,7,S10E7,9,0,Blair St. Clair,NA,NA,0,NA,0,0
1422,S10,7,S10E7,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1423,S10,7,S10E7,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1424,S10,7,S10E7,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1425,S10,7,S10E7,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1426,S10,7,S10E7,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1427,S10,8,S10E8,1,0,Aquaria,LOW,0,1,0,0,0
1428,S10,8,S10E8,2,0,Eureka O'Hara,SAFE,0,1,0,0,0
1429,S10,8,S10E8,2,0,Kameron Michaels,WIN,0,1,0,0,0
1430,S10,8,S10E8,4,0,Asia O'Hara,BTM,0,1,1,0,0
1431,S10,8,S10E8,5,0,Miz Cracker,SAFE,0,1,0,0,0
1432,S10,8,S10E8,6,1,Monét X Change,HIGH,0,1,0,0,0
1433,S10,8,S10E8,7,0,The Vixen,BTM,1,1,0,0,0
1434,S10,8,S10E8,8,0,Monique Heart,NA,NA,0,NA,0,0
1435,S10,8,S10E8,9,0,Blair St. Clair,NA,NA,0,NA,0,0
1436,S10,8,S10E8,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1437,S10,8,S10E8,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1438,S10,8,S10E8,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1439,S10,8,S10E8,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1440,S10,8,S10E8,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1441,S10,9,S10E9,1,0,Aquaria,HIGH,0,1,1,0,0
1442,S10,9,S10E9,2,0,Eureka O'Hara,BTM,0,1,0,0,0
1443,S10,9,S10E9,2,0,Kameron Michaels,BTM,0,1,0,0,0
1444,S10,9,S10E9,4,0,Asia O'Hara,WIN,0,1,0,0,0
1445,S10,9,S10E9,5,0,Miz Cracker,LOW,0,1,0,0,0
1446,S10,9,S10E9,6,1,Monét X Change,HIGH,0,1,0,0,0
1447,S10,9,S10E9,7,0,The Vixen,NA,NA,0,NA,0,0
1448,S10,9,S10E9,8,0,Monique Heart,NA,NA,0,NA,0,0
1449,S10,9,S10E9,9,0,Blair St. Clair,NA,NA,0,NA,0,0
1450,S10,9,S10E9,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1451,S10,9,S10E9,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1452,S10,9,S10E9,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1453,S10,9,S10E9,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1454,S10,9,S10E9,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1455,S10,10,S10E10,1,0,Aquaria,LOW,0,1,0,0,0
1456,S10,10,S10E10,2,0,Eureka O'Hara,HIGH,0,1,1,0,0
1457,S10,10,S10E10,2,0,Kameron Michaels,BTM,0,1,0,0,0
1458,S10,10,S10E10,4,0,Asia O'Hara,HIGH,0,1,0,0,0
1459,S10,10,S10E10,5,0,Miz Cracker,WIN,0,1,0,0,0
1460,S10,10,S10E10,6,1,Monét X Change,BTM,1,1,0,0,0
1461,S10,10,S10E10,7,0,The Vixen,NA,NA,0,NA,0,0
1462,S10,10,S10E10,8,0,Monique Heart,NA,NA,0,NA,0,0
1463,S10,10,S10E10,9,0,Blair St. Clair,NA,NA,0,NA,0,0
1464,S10,10,S10E10,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1465,S10,10,S10E10,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1466,S10,10,S10E10,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1467,S10,10,S10E10,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1468,S10,10,S10E10,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1469,S10,11,S10E11,1,0,Aquaria,WIN,0,1,0,0,0
1470,S10,11,S10E11,2,0,Eureka O'Hara,HIGH,0,1,0,0,0
1471,S10,11,S10E11,2,0,Kameron Michaels,BTM,0,1,0,0,0
1472,S10,11,S10E11,4,0,Asia O'Hara,HIGH,0,1,1,0,0
1473,S10,11,S10E11,5,0,Miz Cracker,BTM,1,1,0,0,0
1474,S10,11,S10E11,6,1,Monét X Change,NA,NA,0,NA,0,0
1475,S10,11,S10E11,7,0,The Vixen,NA,NA,0,NA,0,0
1476,S10,11,S10E11,8,0,Monique Heart,NA,NA,0,NA,0,0
1477,S10,11,S10E11,9,0,Blair St. Clair,NA,NA,0,NA,0,0
1478,S10,11,S10E11,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1479,S10,11,S10E11,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1480,S10,11,S10E11,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1481,S10,11,S10E11,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1482,S10,11,S10E11,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1483,S10,14,S10E14,1,0,Aquaria,WIN,0,1,0,1,0
1484,S10,14,S10E14,2,0,Eureka O'Hara,LOST3RD ROUND,0,1,0,1,0
1485,S10,14,S10E14,2,0,Kameron Michaels,LOST3RD ROUND,0,1,0,1,0
1486,S10,14,S10E14,4,0,Asia O'Hara,LOST1ST ROUND,0,1,0,1,0
1487,S10,14,S10E14,5,0,Miz Cracker,NA,NA,0,NA,1,0
1488,S10,14,S10E14,6,1,Monét X Change,NA,NA,0,NA,1,0
1489,S10,14,S10E14,7,0,The Vixen,NA,NA,0,NA,1,0
1490,S10,14,S10E14,8,0,Monique Heart,NA,NA,0,NA,1,0
1491,S10,14,S10E14,9,0,Blair St. Clair,NA,NA,0,NA,1,0
1492,S10,14,S10E14,10,0,Mayhem Miller,NA,NA,0,NA,1,0
1493,S10,14,S10E14,11,0,Dusty Ray Bottoms,NA,NA,0,NA,1,0
1494,S10,14,S10E14,12,0,Yuhua Hamasaki,NA,NA,0,NA,1,0
1495,S10,14,S10E14,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,1,0
1496,S10,14,S10E14,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,1,0
1497,S11,1,S11E1,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1498,S11,1,S11E1,2,0,Brooke Lynn Hytes,WIN,0,1,0,0,0
1499,S11,1,S11E1,3,0,A'Keria C. Davenport,HIGH,0,1,0,0,0
1500,S11,1,S11E1,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1501,S11,1,S11E1,5,0,Vanessa Vanjie Mateo,HIGH,0,1,0,0,0
1502,S11,1,S11E1,6,1,Nina West,LOW,0,1,0,0,0
1503,S11,1,S11E1,7,0,Shuga Cain,SAFE,0,1,0,0,0
1504,S11,1,S11E1,8,0,Plastique Tiara,HIGH,0,1,0,0,0
1505,S11,1,S11E1,9,0,Ra'Jah O'Hara,SAFE,0,1,0,0,0
1506,S11,1,S11E1,10,0,Scarlet Envy,SAFE,0,1,0,0,0
1507,S11,1,S11E1,11,0,Ariel Versace,SAFE,0,1,0,0,0
1508,S11,1,S11E1,11,0,Mercedes Iman Diamond,LOW,0,1,0,0,0
1509,S11,1,S11E1,13,0,Honey Davenport,SAFE,0,1,0,0,0
1510,S11,1,S11E1,14,0,Kahanna Montrese,BTM,0,1,0,0,0
1511,S11,1,S11E1,15,0,Soju,BTM,1,1,0,0,0
1512,S11,2,S11E2,1,0,Yvie Oddly,WIN,0,1,0,0,0
1513,S11,2,S11E2,2,0,Brooke Lynn Hytes,LOW,0,1,0,0,0
1514,S11,2,S11E2,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1515,S11,2,S11E2,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1516,S11,2,S11E2,5,0,Vanessa Vanjie Mateo,SAFE,0,1,0,0,0
1517,S11,2,S11E2,6,1,Nina West,SAFE,0,1,0,0,0
1518,S11,2,S11E2,7,0,Shuga Cain,HIGH,0,1,0,0,0
1519,S11,2,S11E2,8,0,Plastique Tiara,HIGH,0,1,0,0,0
1520,S11,2,S11E2,9,0,Ra'Jah O'Hara,SAFE,0,1,0,0,0
1521,S11,2,S11E2,10,0,Scarlet Envy,WIN,0,1,0,0,0
1522,S11,2,S11E2,11,0,Ariel Versace,LOW,0,1,0,0,0
1523,S11,2,S11E2,11,0,Mercedes Iman Diamond,BTM,0,1,0,0,0
1524,S11,2,S11E2,13,0,Honey Davenport,SAFE,0,1,0,0,0
1525,S11,2,S11E2,14,0,Kahanna Montrese,BTM,1,1,0,0,0
1526,S11,2,S11E2,15,0,Soju,NA,NA,0,NA,0,0
1527,S11,3,S11E3,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1528,S11,3,S11E3,2,0,Brooke Lynn Hytes,SAFE,0,1,0,0,0
1529,S11,3,S11E3,3,0,A'Keria C. Davenport,BTM,0,1,0,0,0
1530,S11,3,S11E3,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1531,S11,3,S11E3,5,0,Vanessa Vanjie Mateo,HIGH,0,1,0,0,0
1532,S11,3,S11E3,6,1,Nina West,WIN,0,1,0,0,0
1533,S11,3,S11E3,7,0,Shuga Cain,BTM,0,1,0,0,0
1534,S11,3,S11E3,8,0,Plastique Tiara,BTM,0,1,0,0,0
1535,S11,3,S11E3,9,0,Ra'Jah O'Hara,BTM,0,1,0,0,0
1536,S11,3,S11E3,10,0,Scarlet Envy,BTM,0,1,0,0,0
1537,S11,3,S11E3,11,0,Ariel Versace,SAFE,0,1,0,0,0
1538,S11,3,S11E3,11,0,Mercedes Iman Diamond,SAFE,0,1,0,0,0
1539,S11,3,S11E3,13,0,Honey Davenport,BTM,1,1,0,0,0
1540,S11,3,S11E3,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1541,S11,3,S11E3,15,0,Soju,NA,NA,0,NA,0,0
1542,S11,4,S11E4,1,0,Yvie Oddly,HIGH,0,1,0,0,0
1543,S11,4,S11E4,2,0,Brooke Lynn Hytes,HIGH,0,1,0,0,0
1544,S11,4,S11E4,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1545,S11,4,S11E4,3,0,Silky Nutmeg Ganache,WIN,0,1,0,0,0
1546,S11,4,S11E4,5,0,Vanessa Vanjie Mateo,LOW,0,1,0,0,0
1547,S11,4,S11E4,6,1,Nina West,SAFE,0,1,0,0,0
1548,S11,4,S11E4,7,0,Shuga Cain,SAFE,0,1,0,0,0
1549,S11,4,S11E4,8,0,Plastique Tiara,SAFE,0,1,0,0,0
1550,S11,4,S11E4,9,0,Ra'Jah O'Hara,BTM,0,1,0,0,0
1551,S11,4,S11E4,10,0,Scarlet Envy,SAFE,0,1,0,0,0
1552,S11,4,S11E4,11,0,Ariel Versace,SAFE,0,1,0,0,0
1553,S11,4,S11E4,11,0,Mercedes Iman Diamond,BTM,1,1,0,0,0
1554,S11,4,S11E4,13,0,Honey Davenport,NA,NA,0,NA,0,0
1555,S11,4,S11E4,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1556,S11,4,S11E4,15,0,Soju,NA,NA,0,NA,0,0
1557,S11,5,S11E5,1,0,Yvie Oddly,HIGH,0,1,0,0,0
1558,S11,5,S11E5,2,0,Brooke Lynn Hytes,WIN,0,1,0,0,0
1559,S11,5,S11E5,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1560,S11,5,S11E5,3,0,Silky Nutmeg Ganache,LOW,0,1,0,0,0
1561,S11,5,S11E5,5,0,Vanessa Vanjie Mateo,SAFE,0,1,0,0,0
1562,S11,5,S11E5,6,1,Nina West,SAFE,0,1,0,0,0
1563,S11,5,S11E5,7,0,Shuga Cain,BTM,0,1,0,0,0
1564,S11,5,S11E5,8,0,Plastique Tiara,HIGH,0,1,0,0,0
1565,S11,5,S11E5,9,0,Ra'Jah O'Hara,SAFE,0,1,0,0,0
1566,S11,5,S11E5,10,0,Scarlet Envy,SAFE,0,1,0,0,0
1567,S11,5,S11E5,11,0,Ariel Versace,BTM,1,1,0,0,0
1568,S11,5,S11E5,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1569,S11,5,S11E5,13,0,Honey Davenport,NA,NA,0,NA,0,0
1570,S11,5,S11E5,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1571,S11,5,S11E5,15,0,Soju,NA,NA,0,NA,0,0
1572,S11,6,S11E6,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1573,S11,6,S11E6,2,0,Brooke Lynn Hytes,SAFE,0,1,0,0,0
1574,S11,6,S11E6,3,0,A'Keria C. Davenport,WIN,0,1,0,0,0
1575,S11,6,S11E6,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1576,S11,6,S11E6,5,0,Vanessa Vanjie Mateo,SAFE,0,1,0,0,0
1577,S11,6,S11E6,6,1,Nina West,LOW,0,1,0,0,0
1578,S11,6,S11E6,7,0,Shuga Cain,SAFE,0,1,0,0,0
1579,S11,6,S11E6,8,0,Plastique Tiara,HIGH,0,1,0,0,0
1580,S11,6,S11E6,9,0,Ra'Jah O'Hara,BTM,0,1,0,0,0
1581,S11,6,S11E6,10,0,Scarlet Envy,BTM,1,1,0,0,0
1582,S11,6,S11E6,11,0,Ariel Versace,NA,NA,0,NA,0,0
1583,S11,6,S11E6,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1584,S11,6,S11E6,13,0,Honey Davenport,NA,NA,0,NA,0,0
1585,S11,6,S11E6,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1586,S11,6,S11E6,15,0,Soju,NA,NA,0,NA,0,0
1587,S11,7,S11E7,1,0,Yvie Oddly,HIGH,0,1,0,0,0
1588,S11,7,S11E7,2,0,Brooke Lynn Hytes,HIGH,0,1,0,0,0
1589,S11,7,S11E7,3,0,A'Keria C. Davenport,BTM,0,1,0,0,0
1590,S11,7,S11E7,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1591,S11,7,S11E7,5,0,Vanessa Vanjie Mateo,SAFE,0,1,0,0,0
1592,S11,7,S11E7,6,1,Nina West,LOW,0,1,0,0,0
1593,S11,7,S11E7,7,0,Shuga Cain,SAFE,0,1,0,0,0
1594,S11,7,S11E7,8,0,Plastique Tiara,WIN,0,1,0,0,0
1595,S11,7,S11E7,9,0,Ra'Jah O'Hara,BTM,1,1,0,0,0
1596,S11,7,S11E7,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1597,S11,7,S11E7,11,0,Ariel Versace,NA,NA,0,NA,0,0
1598,S11,7,S11E7,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1599,S11,7,S11E7,13,0,Honey Davenport,NA,NA,0,NA,0,0
1600,S11,7,S11E7,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1601,S11,7,S11E7,15,0,Soju,NA,NA,0,NA,0,0
1602,S11,8,S11E8,1,0,Yvie Oddly,BTM,0,1,0,0,0
1603,S11,8,S11E8,2,0,Brooke Lynn Hytes,BTM,0,1,0,0,0
1604,S11,8,S11E8,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1605,S11,8,S11E8,3,0,Silky Nutmeg Ganache,WIN,0,1,0,0,0
1606,S11,8,S11E8,5,0,Vanessa Vanjie Mateo,LOW,0,1,0,0,0
1607,S11,8,S11E8,6,1,Nina West,HIGH,0,1,0,0,0
1608,S11,8,S11E8,7,0,Shuga Cain,HIGH,0,1,0,0,0
1609,S11,8,S11E8,8,0,Plastique Tiara,SAFE,0,1,0,0,0
1610,S11,8,S11E8,9,0,Ra'Jah O'Hara,NA,NA,0,NA,0,0
1611,S11,8,S11E8,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1612,S11,8,S11E8,11,0,Ariel Versace,NA,NA,0,NA,0,0
1613,S11,8,S11E8,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1614,S11,8,S11E8,13,0,Honey Davenport,NA,NA,0,NA,0,0
1615,S11,8,S11E8,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1616,S11,8,S11E8,15,0,Soju,NA,NA,0,NA,0,0
1617,S11,9,S11E9,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1618,S11,9,S11E9,2,0,Brooke Lynn Hytes,HIGH,0,1,0,0,0
1619,S11,9,S11E9,3,0,A'Keria C. Davenport,WIN,0,1,0,0,0
1620,S11,9,S11E9,3,0,Silky Nutmeg Ganache,HIGH,0,1,0,0,0
1621,S11,9,S11E9,5,0,Vanessa Vanjie Mateo,BTM,0,1,0,0,0
1622,S11,9,S11E9,6,1,Nina West,SAFE,0,1,0,0,0
1623,S11,9,S11E9,7,0,Shuga Cain,LOW,0,1,0,0,0
1624,S11,9,S11E9,8,0,Plastique Tiara,BTM,1,1,0,0,0
1625,S11,9,S11E9,9,0,Ra'Jah O'Hara,NA,NA,0,NA,0,0
1626,S11,9,S11E9,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1627,S11,9,S11E9,11,0,Ariel Versace,NA,NA,0,NA,0,0
1628,S11,9,S11E9,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1629,S11,9,S11E9,13,0,Honey Davenport,NA,NA,0,NA,0,0
1630,S11,9,S11E9,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1631,S11,9,S11E9,15,0,Soju,NA,NA,0,NA,0,0
1632,S11,10,S11E10,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1633,S11,10,S11E10,2,0,Brooke Lynn Hytes,HIGH,0,1,0,0,0
1634,S11,10,S11E10,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1635,S11,10,S11E10,3,0,Silky Nutmeg Ganache,LOW,0,1,0,0,0
1636,S11,10,S11E10,5,0,Vanessa Vanjie Mateo,BTM,0,1,0,0,0
1637,S11,10,S11E10,6,1,Nina West,WIN,0,1,0,0,0
1638,S11,10,S11E10,7,0,Shuga Cain,BTM,1,1,0,0,0
1639,S11,10,S11E10,8,0,Plastique Tiara,NA,NA,0,NA,0,0
1640,S11,10,S11E10,9,0,Ra'Jah O'Hara,NA,NA,0,NA,0,0
1641,S11,10,S11E10,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1642,S11,10,S11E10,11,0,Ariel Versace,NA,NA,0,NA,0,0
1643,S11,10,S11E10,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1644,S11,10,S11E10,13,0,Honey Davenport,NA,NA,0,NA,0,0
1645,S11,10,S11E10,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1646,S11,10,S11E10,15,0,Soju,NA,NA,0,NA,0,0
1647,S11,11,S11E11,1,0,Yvie Oddly,LOW,0,1,0,0,0
1648,S11,11,S11E11,2,0,Brooke Lynn Hytes,WIN,0,1,0,0,0
1649,S11,11,S11E11,3,0,A'Keria C. Davenport,HIGH,0,1,0,0,0
1650,S11,11,S11E11,3,0,Silky Nutmeg Ganache,BTM,0,1,0,0,0
1651,S11,11,S11E11,5,0,Vanessa Vanjie Mateo,HIGH,0,1,0,0,0
1652,S11,11,S11E11,6,1,Nina West,BTM,1,1,0,0,0
1653,S11,11,S11E11,7,0,Shuga Cain,NA,NA,0,NA,0,0
1654,S11,11,S11E11,8,0,Plastique Tiara,NA,NA,0,NA,0,0
1655,S11,11,S11E11,9,0,Ra'Jah O'Hara,NA,NA,0,NA,0,0
1656,S11,11,S11E11,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1657,S11,11,S11E11,11,0,Ariel Versace,NA,NA,0,NA,0,0
1658,S11,11,S11E11,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1659,S11,11,S11E11,13,0,Honey Davenport,NA,NA,0,NA,0,0
1660,S11,11,S11E11,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1661,S11,11,S11E11,15,0,Soju,NA,NA,0,NA,0,0
1662,S11,12,S11E12,1,0,Yvie Oddly,SAFE,0,1,0,0,0
1663,S11,12,S11E12,2,0,Brooke Lynn Hytes,BTM,0,1,0,0,0
1664,S11,12,S11E12,3,0,A'Keria C. Davenport,SAFE,0,1,0,0,0
1665,S11,12,S11E12,3,0,Silky Nutmeg Ganache,SAFE,0,1,0,0,0
1666,S11,12,S11E12,5,0,Vanessa Vanjie Mateo,BTM,1,1,0,0,0
1667,S11,12,S11E12,6,1,Nina West,NA,NA,0,NA,0,0
1668,S11,12,S11E12,7,0,Shuga Cain,NA,NA,0,NA,0,0
1669,S11,12,S11E12,8,0,Plastique Tiara,NA,NA,0,NA,0,0
1670,S11,12,S11E12,9,0,Ra'Jah O'Hara,NA,NA,0,NA,0,0
1671,S11,12,S11E12,10,0,Scarlet Envy,NA,NA,0,NA,0,0
1672,S11,12,S11E12,11,0,Ariel Versace,NA,NA,0,NA,0,0
1673,S11,12,S11E12,11,0,Mercedes Iman Diamond,NA,NA,0,NA,0,0
1674,S11,12,S11E12,13,0,Honey Davenport,NA,NA,0,NA,0,0
1675,S11,12,S11E12,14,0,Kahanna Montrese,NA,NA,0,NA,0,0
1676,S11,12,S11E12,15,0,Soju,NA,NA,0,NA,0,0
1677,S11,13,S11E13,1,0,Yvie Oddly,RUNNING,0,1,0,0,0
1678,S11,13,S11E13,2,0,Brooke Lynn Hytes,RUNNING,0,1,0,0,0
1679,S11,13,S11E13,3,0,A'Keria C. Davenport,RUNNING,0,1,0,0,0
1680,S11,13,S11E13,3,0,Silky Nutmeg Ganache,RUNNING,0,1,0,0,0
1681,S11,13,S11E13,5,0,Vanessa Vanjie Mateo,RTRN,0,1,0,0,0
1682,S11,13,S11E13,6,1,Nina West,RTRN,0,1,0,0,0
1683,S11,13,S11E13,7,0,Shuga Cain,RTRN,0,1,0,0,0
1684,S11,13,S11E13,8,0,Plastique Tiara,RTRN,0,1,0,0,0
1685,S11,13,S11E13,9,0,Ra'Jah O'Hara,RTRN,0,1,0,0,0
1686,S11,13,S11E13,10,0,Scarlet Envy,RTRN,0,1,0,0,0
1687,S11,13,S11E13,11,0,Ariel Versace,RTRN,0,1,0,0,0
1688,S11,13,S11E13,11,0,Mercedes Iman Diamond,RTRN,0,1,0,0,0
1689,S11,13,S11E13,13,0,Honey Davenport,RTRN,0,1,0,0,0
1690,S11,13,S11E13,14,0,Kahanna Montrese,RTRN,0,1,0,0,0
1691,S11,13,S11E13,15,0,Soju,RTRN,0,1,0,0,0
1692,S11,14,S11E14,1,0,Yvie Oddly,WIN,0,1,0,1,0
1693,S11,14,S11E14,2,0,Brooke Lynn Hytes,LOST3RD ROUND,0,1,0,1,0
1694,S11,14,S11E14,3,0,A'Keria C. Davenport,LOST2ND ROUND,0,1,0,1,0
1695,S11,14,S11E14,3,0,Silky Nutmeg Ganache,LOST1ST ROUND,0,1,0,1,0
1696,S11,14,S11E14,5,0,Vanessa Vanjie Mateo,RTRN,0,1,0,1,0
1697,S11,14,S11E14,6,1,Nina West,MISSCON,0,1,0,1,0
1698,S11,14,S11E14,7,0,Shuga Cain,RTRN,0,1,0,1,0
1699,S11,14,S11E14,8,0,Plastique Tiara,RTRN,0,1,0,1,0
1700,S11,14,S11E14,9,0,Ra'Jah O'Hara,RTRN,0,1,0,1,0
1701,S11,14,S11E14,10,0,Scarlet Envy,RTRN,0,1,0,1,0
1702,S11,14,S11E14,11,0,Ariel Versace,RTRN,0,1,0,1,0
1703,S11,14,S11E14,11,0,Mercedes Iman Diamond,RTRN,0,1,0,1,0
1704,S11,14,S11E14,13,0,Honey Davenport,RTRN,0,1,0,1,0
1705,S11,14,S11E14,14,0,Kahanna Montrese,RTRN,0,1,0,1,0
1706,S11,14,S11E14,15,0,Soju,RTRN,0,1,0,1,0
1707,S12,1,S12E1,1,0,Jaida Essence Hall,NA,NA,0,NA,0,0
1708,S12,1,S12E1,2,0,Crystal Methyd,SAFE,0,1,0,0,0
1709,S12,1,S12E1,2,0,Gigi Goode,TOP2,0,1,0,0,0
1710,S12,1,S12E1,4,0,Jackie Cox,HIGH,0,1,0,0,0
1711,S12,1,S12E1,5,1,Heidi N Closet,LOW,0,1,0,0,0
1712,S12,1,S12E1,6,0,Widow Von'Du,WIN,0,1,0,0,0
1713,S12,1,S12E1,7,0,Jan,NA,NA,0,NA,0,0
1714,S12,1,S12E1,8,0,Brita,HIGH,0,1,0,0,0
1715,S12,1,S12E1,9,0,Aiden Zhane,NA,NA,0,NA,0,0
1716,S12,1,S12E1,10,0,Nicky Doll,LOW,0,1,0,0,0
1717,S12,1,S12E1,11,0,Rock M. Sakura,NA,NA,0,NA,0,0
1718,S12,1,S12E1,12,0,Dahlia Sin,NA,NA,0,NA,0,0
1719,S12,1,S12E1,NA,NA,Sherry Pie,NA,NA,0,NA,0,0
1720,S12,2,S12E2,1,0,Jaida Essence Hall,WIN,0,1,0,0,0
1721,S12,2,S12E2,2,0,Crystal Methyd,NA,NA,0,NA,0,0
1722,S12,2,S12E2,2,0,Gigi Goode,NA,NA,0,NA,0,0
1723,S12,2,S12E2,4,0,Jackie Cox,NA,NA,0,NA,0,0
1724,S12,2,S12E2,5,1,Heidi N Closet,NA,NA,0,NA,0,0
1725,S12,2,S12E2,6,0,Widow Von'Du,NA,NA,0,NA,0,0
1726,S12,2,S12E2,7,0,Jan,HIGH,0,1,0,0,0
1727,S12,2,S12E2,8,0,Brita,NA,NA,0,NA,0,0
1728,S12,2,S12E2,9,0,Aiden Zhane,HIGH,0,1,0,0,0
1729,S12,2,S12E2,10,0,Nicky Doll,NA,NA,0,NA,0,0
1730,S12,2,S12E2,11,0,Rock M. Sakura,LOW,0,1,0,0,0
1731,S12,2,S12E2,12,0,Dahlia Sin,LOW,0,1,0,0,0
1732,S12,2,S12E2,NA,NA,Sherry Pie,TOP2,0,1,0,0,0
1733,S12,3,S12E3,1,0,Jaida Essence Hall,SAFE,0,1,0,0,0
1734,S12,3,S12E3,2,0,Crystal Methyd,LOW,0,1,0,0,0
1735,S12,3,S12E3,2,0,Gigi Goode,SAFE,0,1,0,0,0
1736,S12,3,S12E3,4,0,Jackie Cox,HIGH,0,1,0,0,0
1737,S12,3,S12E3,5,1,Heidi N Closet,HIGH,0,1,0,0,0
1738,S12,3,S12E3,6,0,Widow Von'Du,SAFE,0,1,0,0,0
1739,S12,3,S12E3,7,0,Jan,SAFE,0,1,0,0,0
1740,S12,3,S12E3,8,0,Brita,SAFE,0,1,0,0,0
1741,S12,3,S12E3,9,0,Aiden Zhane,SAFE,0,1,0,0,0
1742,S12,3,S12E3,10,0,Nicky Doll,BTM,0,1,0,0,0
1743,S12,3,S12E3,11,0,Rock M. Sakura,SAFE,0,1,0,0,0
1744,S12,3,S12E3,12,0,Dahlia Sin,BTM,1,1,0,0,0
1745,S12,3,S12E3,NA,NA,Sherry Pie,WIN,0,1,0,0,0
1746,S12,4,S12E4,1,0,Jaida Essence Hall,HIGH,0,1,0,0,0
